tijdstip,weg,titel,richting,traject,oorzaak,vertraging_min,lengte_m,lat,lon,start_tijd,file_id
2026-08-01 12:18,N59,Langzaam rijdend verkeer,Oude-Tonge - Zierikzee,Tussen Steenbergen en Nieuwerkerk.,,8.0,3800,51.653263,4.026916,2026-08-01 12:08,10005373589
2026-08-01 13:37,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,12.0,2100,52.31377,7.043839,2026-08-01 09:53,10005373427
2026-08-01 13:37,A2,Langzaam rijdend verkeer,Maastricht - Eindhoven,Tussen knooppunt Leenderheide en knooppunt Batadorp.,Ongeval(len),8.0,3500,51.417236,5.429184,2026-08-01 13:13,10005373672
2026-08-01 13:37,A2,Langzaam rijdend verkeer,Eindhoven - Maastricht,Tussen knooppunt Batadorp en knooppunt De Hogt.,,11.0,5000,51.42671,5.42779,2026-08-01 13:28,10005373684
2026-08-01 13:37,A6,Stilstaand verkeer,Lelystad - Emmeloord,Tussen Lelystad-Noord (11) en de Ketelbrug.,,9.0,2200,52.608994,5.639088,2026-08-01 13:28,10005373685
2026-08-01 13:37,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1800,51.898357,6.165913,2026-08-01 09:47,10005373422
2026-08-01 13:37,A12,Stilstaand verkeer,Utrecht - Arnhem,Tussen knooppunt Grijsoord en knooppunt Waterberg.,Extra verkeersdrukte door wegwerkzaamheden elders,9.0,3500,52.02378,5.88029,2026-08-01 10:37,10005373445
2026-08-01 13:37,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Zevenbergschen Hoek (18) en de Moerdijkbrug.,Wegwerkzaamheden,11.0,4000,51.716938,4.637047,2026-08-01 13:07,10005373659
2026-08-01 13:37,A22,Langzaam rijdend verkeer,Velsen - Beverwijk,Tussen knooppunt Velsen en de Velsertunnel.,,7.0,3500,52.46652,4.653001,2026-08-01 12:11,10005373593
2026-08-01 13:37,A58,Langzaam rijdend verkeer,Bergen op Zoom - Vlissingen,Tussen knooppunt De Poel en Heinkenszand (36).,Brandend voertuig,5.0,2400,51.484524,3.826347,2026-08-01 13:10,10005373667
2026-08-01 13:37,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,13.0,1500,50.818733,6.024534,2026-08-01 11:26,10005373520
2026-08-01 13:37,N57,Langzaam rijdend verkeer,Stellendam - Ouddorp,Tussen Stellendam-Noord en Ouddorp.,,6.0,2300,51.815773,3.981904,2026-08-01 13:15,10005373676
2026-08-01 14:37,A7,Langzaam rijdend verkeer,Knooppunt Zurich - Hoorn,Tussen Breezanddijk en Den Helder (14).,,5.0,3300,52.93327,5.039222,2026-08-01 14:32,10005373735
2026-08-01 14:37,A9,Langzaam rijdend verkeer,Amstelveen - Alkmaar,Tussen knooppunt Rottepolderplein en knooppunt Velsen.,Wegwerkzaamheden,8.0,4000,52.43629,4.672442,2026-08-01 13:56,10005373710
2026-08-01 14:37,A10,Stilstaand verkeer,Knooppunt Coenplein - Knooppunt Amstel,Tussen knooppunt De Nieuwe Meer en Amsterdam-Rivierenbuurt (9).,Ongeval(len),23.0,3100,52.33812,4.885987,2026-08-01 14:24,10005373728
2026-08-01 14:37,A12,Langzaam rijdend verkeer,Utrecht - Arnhem,Tussen knooppunt Grijsoord en knooppunt Waterberg.,,5.0,2500,52.020836,5.891451,2026-08-01 14:33,10005373737
2026-08-01 14:37,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Zevenbergschen Hoek (18) en de Moerdijkbrug.,Wegwerkzaamheden,10.0,2900,51.716114,4.637547,2026-08-01 13:07,10005373659
2026-08-01 14:37,A22,Langzaam rijdend verkeer,Velsen - Beverwijk,Tussen knooppunt Velsen en de Velsertunnel.,Wegwerkzaamheden,8.0,3900,52.46742,4.652673,2026-08-01 12:11,10005373593
2026-08-01 14:37,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,17.0,1900,50.818733,6.024534,2026-08-01 12:07,10005373587
2026-08-01 14:37,N57,Stilstaand verkeer,Middelburg - Vrouwenpolder,Tussen Middelburg-Noord/Veere en Oostkapelle.,,8.0,2400,51.544376,3.6051,2026-08-01 13:42,10005373700
2026-08-01 14:37,N57,Stilstaand verkeer,Stellendam - Ouddorp,Tussen Stellendam-Noord en Ouddorp.,,6.0,2200,51.815773,3.981904,2026-08-01 14:14,10005373722
2026-08-01 16:09,A5,Stilstaand verkeer,Hoofddorp - Amsterdam,Tussen Amsterdam-Westpoort (3) en knooppunt Westrandweg.,,37.0,2700,52.402786,4.85201,2026-08-01 15:22,10005373767
2026-08-01 16:09,A7,Langzaam rijdend verkeer,Ring-Sneek-West - Den Oever,Tussen Zurich (15) en de brug over de Lorentzsluis.,,4.0,2000,53.07316,5.328688,2026-08-01 16:06,10005373783
2026-08-01 16:09,A10,Stilstaand verkeer,Knooppunt De Nieuwe Meer - Knooppunt Coenplein,Tussen Amsterdam-Sloterdijk (2) en de Coentunnel.,Ongeval op aansluitende weg,22.0,1600,52.40797,4.858236,2026-08-01 15:08,10005373756
2026-08-01 16:09,A22,Langzaam rijdend verkeer,Velsen - Beverwijk,Tussen knooppunt Velsen en de Velsertunnel.,,5.0,2400,52.46391,4.653947,2026-08-01 15:56,10005373780
2026-08-01 16:09,A27,Stilstaand verkeer,Breda - Utrecht,Tussen knooppunt Gorinchem en Noordeloos (25).,Ongeval(len),15.0,2700,51.9009,4.979951,2026-08-01 15:03,10005373751
2026-08-01 17:16,A4,Stilstaand verkeer op parallelrijbaan,Rotterdam - Den Haag,Op de parallelbaan. Tussen knooppunt Benelux en Schiedam-Noord (10).,Defect voertuig,14.0,2800,51.91466,4.368239,2026-08-01 16:49,10005373792
2026-08-01 18:15,A58,Stilstaand verkeer,Tilburg - Eindhoven,Tussen Moergestel (9) en Oirschot (8).,Ongeval(len),21.0,2700,51.50539,5.283789,2026-08-01 17:44,10005373796
2026-08-01 21:36,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Zevenbergschen Hoek (18) en de Moerdijkbrug.,Wegwerkzaamheden,20.0,2600,51.715706,4.637796,2026-08-01 21:20,10005373807
2026-08-01 22:30,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Zevenbergschen Hoek (18) en de Moerdijkbrug.,Wegwerkzaamheden,36.0,3600,51.716526,4.637297,2026-08-01 21:20,10005373807
2026-08-01 23:27,A2,Stilstaand verkeer,'s-Hertogenbosch - Utrecht,Tussen knooppunt Empel en Kerkdriel (19).,Ongeval(len),30.0,3400,51.748657,5.293781,2026-08-01 22:34,10005373811
2026-08-01 23:27,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Zevenbergschen Hoek (18) en de Moerdijkbrug.,Wegwerkzaamheden,32.0,3500,51.715294,4.638046,2026-08-01 21:20,10005373807
2026-08-02 11:24,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,13.0,2100,51.898357,6.165913,2026-08-02 10:38,10005373837
2026-08-02 12:57,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,13.0,1700,51.898357,6.165913,2026-08-02 10:38,10005373837
2026-08-02 12:57,A50,Langzaam rijdend tot stilstaand verkeer,Apeldoorn - Zwolle,Tussen Epe (27) en Heerde-Zuid (28).,Eerder ongeval,0,2000,52.365086,6.026222,2026-08-02 11:26,10005373859
2026-08-02 14:03,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,13.0,1700,51.898357,6.165913,2026-08-02 10:38,10005373837
2026-08-02 14:03,A16,Stilstaand verkeer op parallelrijbaan,Rotterdam - Breda,Op de parallelbaan. Tussen Capelle a/d IJssel (25) en de Van Brienenoordbrug.,,7.0,2000,51.90232,4.543663,2026-08-02 13:47,10005373919
2026-08-02 15:48,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen Beek (30) en Duitsland.,Door grenscontrole,16.0,1300,51.898357,6.165913,2026-08-02 15:10,10005373955
2026-08-02 15:48,A22,Langzaam rijdend verkeer,Velsen - Beverwijk,Tussen knooppunt Velsen en de Velsertunnel.,Extra verkeersdrukte door wegwerkzaamheden elders,6.0,3700,52.465664,4.65331,2026-08-02 13:22,10005373906
2026-08-02 15:48,A27,Stilstaand verkeer,Gorinchem - Utrecht,Tussen Noordeloos (25) en Lexmond (26).,,6.0,2100,51.94188,5.006379,2026-08-02 15:42,10005373969
2026-08-02 15:48,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,12.0,1900,50.818733,6.024534,2026-08-02 15:36,10005373964
2026-08-02 16:51,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen Beek (30) en Duitsland.,Door grenscontrole,12.0,1300,51.898357,6.165913,2026-08-02 15:10,10005373955
2026-08-02 16:51,A16,Langzaam rijdend verkeer,Belgische grens - Breda,Tussen Nederland en knooppunt Galder.,,6.0,2700,51.509987,4.744646,2026-08-02 16:21,10005373988
2026-08-02 16:51,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,12.0,1900,50.818733,6.024534,2026-08-02 15:36,10005373964
2026-08-02 17:57,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen Beek (30) en Duitsland.,Door grenscontrole,18.0,1300,51.898357,6.165913,2026-08-02 16:46,10005373992
2026-08-02 17:57,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,12.0,1900,50.818733,6.024534,2026-08-02 15:36,10005373964
2026-08-02 19:00,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen Beek (30) en Duitsland.,Door grenscontrole,12.0,1400,51.898357,6.165913,2026-08-02 16:46,10005373992
2026-08-02 19:00,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,16.0,1800,50.818733,6.024534,2026-08-02 18:21,10005374010
2026-08-02 20:08,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen Beek (30) en Duitsland.,Door grenscontrole,12.0,1400,51.898357,6.165913,2026-08-02 16:46,10005373992
2026-08-02 20:08,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,12.0,1800,50.818733,6.024534,2026-08-02 18:21,10005374010
2026-08-02 21:31,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen Beek (30) en Duitsland.,Door grenscontrole,12.0,1400,51.898357,6.165913,2026-08-02 16:46,10005373992
2026-08-03 06:49,A6,Stilstaand verkeer op parallelrijbaan,Lelystad - Muiden,Op de parallelbaan. Tussen Almere-Stedenwijk (3) en de Hollandse Brug.,Opruimwerkzaamheden,13.0,2800,52.3316,5.15054,2026-08-03 06:18,10005374051
2026-08-03 10:15,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,2000,51.898357,6.165913,2026-08-03 09:29,10005374105
2026-08-03 10:15,A22,Stilstaand verkeer,Beverwijk - Velsen,Tussen knooppunt Beverwijk en Beverwijk (2).,Te hoog voertuig,11.0,2100,52.472748,4.652604,2026-08-03 10:12,10005374119
2026-08-03 10:15,A29,Stilstaand verkeer,Rotterdam - Sabina,Tussen Numansdorp (22) en de Haringvlietbrug.,,12.0,2200,51.7202,4.403424,2026-08-03 10:10,10005374118
2026-08-03 13:47,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,9.0,2000,52.31377,7.043839,2026-08-03 10:56,10005374154
2026-08-03 13:47,A2,Stilstaand verkeer,Maastricht - Eindhoven,Tussen knooppunt Kruisdonk en Elsloo (49).,Brandend voertuig,21.0,4100,50.932346,5.781131,2026-08-03 13:35,10005374368
2026-08-03 13:47,A7,Langzaam rijdend verkeer,Den Oever - Knooppunt Zurich,Tussen Breezanddijk en de brug over de Lorentzsluis.,,4.0,2300,53.0737,5.334949,2026-08-03 13:40,10005374377
2026-08-03 13:47,A7,Langzaam rijdend verkeer,Knooppunt Zurich - Hoorn,Tussen Breezanddijk en Den Helder (14).,,4.0,3100,52.93327,5.039222,2026-08-03 13:43,10005374383
2026-08-03 13:47,A9,Stilstaand verkeer,Amstelveen - Alkmaar,Tussen knooppunt Rottepolderplein en knooppunt Velsen.,Wegwerkzaamheden,38.0,3900,52.43521,4.673547,2026-08-03 13:26,10005374353
2026-08-03 13:47,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1800,51.898357,6.165913,2026-08-03 09:44,10005374112
2026-08-03 13:47,A12,Langzaam rijdend verkeer,Duitse grens - Arnhem,Tussen Beek (30) en Duiven (28).,,16.0,7200,51.945107,6.075811,2026-08-03 12:26,10005374260
2026-08-03 13:47,A12,Langzaam rijdend verkeer,Utrecht - Arnhem,Tussen knooppunt Grijsoord en knooppunt Waterberg.,,7.0,4100,52.021446,5.888774,2026-08-03 13:36,10005374370
2026-08-03 13:47,A15,Stilstaand verkeer,Gorinchem - Ridderkerk,Tussen Sliedrecht-Oost (25) en Alblasserdam (22).,Technische storing,39.0,7000,51.846127,4.688601,2026-08-03 11:30,10005374190
2026-08-03 13:47,A16,Stilstaand verkeer,Breda - Rotterdam,Tussen Dordrecht (20) en Hendrik-Ido-Ambacht (23).,,18.0,7200,51.84036,4.613875,2026-08-03 12:30,10005374271
2026-08-03 13:47,A58,Langzaam rijdend verkeer,Tilburg - Breda,Tussen Tilburg-Reeshof (12) en Bavel (13).,,6.0,2800,51.55769,4.862858,2026-08-03 13:14,10005374331
2026-08-03 13:47,A73,Langzaam rijdend verkeer,Nijmegen - Maasbracht,Tussen Nijmegen-Dukenburg (2) en Cuijk (4).,,15.0,6800,51.74799,5.840729,2026-08-03 13:31,10005374362
2026-08-03 13:47,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,8.0,2100,50.818733,6.024534,2026-08-03 11:18,10005374176
2026-08-03 16:04,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,9.0,2500,52.31377,7.043839,2026-08-03 14:01,10005374414
2026-08-03 16:04,A9,Stilstaand verkeer,Amstelveen - Alkmaar,Tussen knooppunt Rottepolderplein en knooppunt Velsen.,Wegwerkzaamheden,15.0,5100,52.427082,4.68218,2026-08-03 15:45,10005374512
2026-08-03 16:04,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1500,51.898357,6.165913,2026-08-03 13:08,10005374324
2026-08-03 16:04,A15,Stilstaand verkeer,Gorinchem - Ridderkerk,Tussen knooppunt Ridderkerk-Zuid en knooppunt Ridderkerk-Noord.,Ongeval(len),11.0,3800,51.86161,4.592501,2026-08-03 15:35,10005374501
2026-08-03 16:04,A16,Stilstaand verkeer,Rotterdam - Breda,Tussen Berkel en Rodenrijs (29) en de Rottemerentunnel.,,9.0,2600,51.971844,4.497047,2026-08-03 15:51,10005374516
2026-08-03 16:04,A20,Langzaam rijdend verkeer,Gouda - Hoek van Holland,Tussen Rotterdam-Schiebroek (14) en de Giessenbrug.,,5.0,2200,51.92793,4.430193,2026-08-03 15:58,10005374521
2026-08-03 16:04,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,8.0,2100,50.818733,6.024534,2026-08-03 11:18,10005374176
2026-08-03 18:36,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,9.0,2500,52.31377,7.043839,2026-08-03 14:01,10005374414
2026-08-03 20:23,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen Beek (30) en Duitsland.,Door grenscontrole,11.0,1400,51.898357,6.165913,2026-08-03 19:04,10005374647
2026-08-04 09:15,A58,Stilstaand verkeer,Breda - Eindhoven,Tussen knooppunt De Baars en Moergestel (9).,Spoedreparatie,14.0,2300,51.547005,5.146775,2026-08-04 08:38,10005374744
2026-08-04 12:00,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,7.0,2200,52.31377,7.043839,2026-08-04 11:51,10005374828
2026-08-04 12:00,A7,Langzaam rijdend verkeer,Knooppunt Zurich - Hoorn,Tussen Breezanddijk en Den Helder (14).,,7.0,3100,52.93327,5.039222,2026-08-04 11:55,10005374830
2026-08-04 12:00,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1800,51.898357,6.165913,2026-08-04 09:54,10005374771
2026-08-04 14:12,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,9.0,2300,52.31377,7.043839,2026-08-04 11:51,10005374828
2026-08-04 14:12,A2,Stilstaand verkeer,Eindhoven - 's-Hertogenbosch,Tussen Best-West (27) en Boxtel (26).,Brandend voertuig,44.0,5300,51.574802,5.356405,2026-08-04 13:30,10005374862
2026-08-04 14:12,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1800,51.898357,6.165913,2026-08-04 12:38,10005374843
2026-08-04 14:12,A15,Stilstaand verkeer,Europoort - Ridderkerk,Tussen Rotterdam-Charlois (19) en Rotterdam-Zuidplein (19a).,Defecte vrachtwagen,17.0,2900,51.86224,4.4782,2026-08-04 14:05,10005374878
2026-08-04 14:12,A76,Stilstaand verkeer,Geleen - Keulen,Tussen knooppunt Kunderberg en Duitsland.,,10.0,2700,50.818733,6.024534,2026-08-04 13:39,10005374869
2026-08-04 14:12,N57,Langzaam rijdend verkeer,Ellemeet - Westenschouwen,Tussen Ellemeet en Burgh-Haamstede.,,3.0,2200,51.702415,3.792988,2026-08-04 14:03,10005374877
2026-08-04 16:41,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,9.0,2300,52.31377,7.043839,2026-08-04 11:51,10005374828
2026-08-04 16:41,A9,Stilstaand verkeer,Amstelveen - Alkmaar,Tussen Haarlem-Zuid en knooppunt Velsen.,,17.0,6800,52.4251,4.68502,2026-08-04 16:26,10005374965
2026-08-04 16:41,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1800,51.898357,6.165913,2026-08-04 12:38,10005374843
2026-08-04 16:41,A27,Stilstaand verkeer,Utrecht - Almere,Tussen Hilversum (33) en Huizen (35).,Extra verkeersdrukte door verkeer dat een omleiding volgt,14.0,4700,52.25715,5.250529,2026-08-04 16:31,10005374971
2026-08-04 16:41,A76,Stilstaand verkeer,Geleen - Keulen,Tussen Simpelveld (7) en Duitsland.,Door grenscontrole,7.0,2000,50.818733,6.024534,2026-08-04 14:29,10005374898
2026-08-04 16:41,N57,Langzaam rijdend verkeer,Ellemeet - Stellendam,Tussen Port Zélande en Stellendam.,,9.0,4900,51.813652,3.991349,2026-08-04 16:08,10005374952
2026-08-04 16:41,N57,Stilstaand verkeer,Stellendam - Ouddorp,Tussen Stellendam-Noord en Ouddorp.,,7.0,2200,51.815773,3.981904,2026-08-04 16:24,10005374963
2026-08-04 18:32,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,9.0,2300,52.31377,7.043839,2026-08-04 11:51,10005374828
2026-08-04 18:32,A9,Stilstaand verkeer,Amstelveen - Alkmaar,Tussen knooppunt Rottepolderplein en knooppunt Velsen.,Wegwerkzaamheden,7.0,2200,52.427082,4.68218,2026-08-04 18:17,10005375048
2026-08-04 18:32,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,1800,51.898357,6.165913,2026-08-04 12:38,10005374843
2026-08-04 18:32,A28,Stilstaand verkeer,Utrecht - Amersfoort,Tussen Leusden-Zuid (6) en Leusden (7).,Opruimwerkzaamheden,8.0,3000,52.147552,5.412893,2026-08-04 17:28,10005375018
2026-08-04 21:59,A4,Stilstaand verkeer,Knooppunt Sabina - Belgische grens,Tussen knooppunt Sabina en Dinteloord (24).,Ongeval(len),0,2000,51.636223,4.389297,2026-08-04 21:55,10005375074
2026-08-05 09:11,A2,Stilstaand verkeer,Maastricht - Eindhoven,Tussen knooppunt De Hogt en knooppunt Batadorp.,,16.0,4600,51.456444,5.412878,2026-08-05 09:02,10005375138
2026-08-05 11:58,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,8.0,2000,52.31377,7.043839,2026-08-05 10:58,10005375200
2026-08-05 11:58,A1,Langzaam rijdend verkeer,Amsterdam - Amersfoort,Tussen Naarden-Vesting (6) en Hotel/Restaurant De Witte Bergen (9a).,Wegwerkzaamheden,12.0,5400,52.24681,5.215334,2026-08-05 11:21,10005375215
2026-08-05 11:58,A7,Stilstaand verkeer,Westerbroek - Bremen,Tussen Bad Nieuweschans (49) en Duitsland.,Door grenscontrole,13.0,1200,53.18038,7.227433,2026-08-05 11:28,10005375227
2026-08-05 11:58,A7,Langzaam rijdend verkeer,Knooppunt Zurich - Hoorn,Tussen Breezanddijk en Den Helder (14).,Verkeerssituatie gewijzigd als gevolg van wegwerkzaamheden,4.0,3100,52.93327,5.039222,2026-08-05 11:36,10005375233
2026-08-05 11:58,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,16.0,2100,51.898357,6.165913,2026-08-05 09:36,10005375156
2026-08-05 14:01,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,8.0,2000,52.31377,7.043839,2026-08-05 10:58,10005375200
2026-08-05 14:01,A2,Stilstaand verkeer,Utrecht - 's-Hertogenbosch,Tussen Waardenburg (16) en Kerkdriel (19).,Eerder pechgeval,10.0,3700,51.781757,5.258021,2026-08-05 13:31,10005375298
2026-08-05 14:01,A7,Stilstaand verkeer,Westerbroek - Bremen,Tussen Oudeschans (48) en Duitsland.,Door grenscontrole,11.0,1300,53.18038,7.227433,2026-08-05 11:28,10005375227
2026-08-05 14:01,A9,Stilstaand verkeer,Amstelveen - Alkmaar,Tussen knooppunt Rottepolderplein en knooppunt Velsen.,Wegwerkzaamheden,17.0,2200,52.43629,4.672442,2026-08-05 13:52,10005375314
2026-08-05 14:01,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,15.0,2200,51.898357,6.165913,2026-08-05 09:36,10005375156
2026-08-05 14:01,A50,Stilstaand verkeer,Oss - Arnhem,Tussen Ravenstein (17) en knooppunt Bankhoef.,,8.0,3100,51.812443,5.678814,2026-08-05 13:54,10005375315
2026-08-05 16:28,A1,Stilstaand verkeer,Hengelo - Osnabrück,Tussen De Lutte (34) en Duitsland.,Door grenscontrole,6.0,2200,52.31377,7.043839,2026-08-05 13:00,10005375285
2026-08-05 16:28,A9,Stilstaand verkeer,Amstelveen - Alkmaar,Tussen knooppunt Rottepolderplein en knooppunt Velsen.,Wegwerkzaamheden,56.0,5300,52.43629,4.672442,2026-08-05 14:50,10005375355
2026-08-05 16:28,A10,Stilstaand verkeer,Knooppunt Amstel - Knooppunt Coenplein,Tussen Amsterdam-Rivierenbuurt (9) en Amsterdam-Slotervaart (7).,,8.0,3300,52.339912,4.841842,2026-08-05 16:13,10005375427
2026-08-05 16:28,A12,Stilstaand verkeer,Arnhem - Oberhausen,Tussen knooppunt Oud-Dijk en Duitsland.,Door grenscontrole,12.0,2000,51.898357,6.165913,2026-08-05 09:36,10005375156
